dir,entry,sl,tp,lot,open_ts,exit,reason,pnl,year,month,date
SHORT,1379.69,1387.87,1363.32,0.12,2013-06-13 08:00:00+00:00,1387.87,sl,-99.15999999999802,2013,6,2013-06-13
SHORT,1277.3,1289.1,1253.71,0.08,2013-06-24 12:00:00+00:00,1289.1,sl,-95.39999999999964,2013,6,2013-06-24
LONG,1373.02,1363.25,1392.56,0.1,2013-08-21 13:00:00+00:00,1363.25,sl,-98.69999999999982,2013,8,2013-08-21
SHORT,1308.99,1318.68,1289.62,0.1,2013-10-04 11:00:00+00:00,1318.68,sl,-97.90000000000055,2013,10,2013-10-07
SHORT,1306.27,1314.83,1289.15,0.12,2013-10-09 08:00:00+00:00,1289.15,tp,204.4399999999987,2013,10,2013-10-10
SHORT,1234.35,1242.85,1217.36,0.12,2013-12-17 08:00:00+00:00,1242.85,sl,-103.0,2013,12,2013-12-17
LONG,1290.84,1283.47,1305.57,0.14,2014-02-11 11:00:00+00:00,1305.57,tp,205.22000000000028,2014,2,2014-02-13
LONG,1328.64,1323.49,1338.94,0.19,2014-02-17 12:00:00+00:00,1323.49,sl,-98.85000000000173,2014,2,2014-02-17
SHORT,1284.84,1290.25,1274.02,0.18,2014-04-03 08:00:00+00:00,1290.25,sl,-98.38000000000146,2014,4,2014-04-04
SHORT,1244.39,1248.45,1236.28,0.25,2014-06-04 11:00:00+00:00,1248.45,sl,-102.49999999999864,2014,6,2014-06-05
SHORT,1297.48,1302.38,1287.67,0.2,2014-08-18 08:00:00+00:00,1287.67,tp,195.1999999999989,2014,8,2014-08-20
SHORT,1277.72,1282.6,1267.97,0.21,2014-08-22 08:00:00+00:00,1282.6,sl,-103.4799999999975,2014,8,2014-08-26
SHORT,1217.77,1223.49,1206.34,0.17,2014-09-24 12:00:00+00:00,1223.49,sl,-98.24000000000046,2014,9,2014-09-25
SHORT,1207.12,1214.04,1193.28,0.14,2014-10-08 11:00:00+00:00,1214.04,sl,-97.88000000000103,2014,10,2014-10-08
SHORT,1222.08,1225.9,1214.45,0.26,2014-10-29 08:00:00+00:00,1225.9,sl,-100.32000000000426,2014,10,2014-10-29
SHORT,1160.02,1167.91,1144.24,0.13,2014-11-12 13:00:00+00:00,1167.91,sl,-103.5700000000013,2014,11,2014-11-14
SHORT,1181.38,1188.53,1167.08,0.14,2014-12-22 11:00:00+00:00,1188.53,sl,-101.0999999999981,2014,12,2014-12-26
LONG,1295.42,1285.48,1315.3,0.1,2015-01-22 08:00:00+00:00,1285.48,sl,-100.40000000000056,2015,1,2015-01-23
LONG,1287.23,1278.53,1304.63,0.11,2015-01-27 08:00:00+00:00,1278.53,sl,-96.7000000000005,2015,1,2015-01-28
SHORT,1153.87,1160.42,1140.76,0.15,2015-03-13 11:00:00+00:00,1160.42,sl,-99.25000000000273,2015,3,2015-03-16
SHORT,1177.64,1181.85,1169.22,0.24,2015-06-12 08:00:00+00:00,1181.85,sl,-102.03999999999542,2015,6,2015-06-12
SHORT,1161.57,1167.52,1149.67,0.17,2015-07-07 08:00:00+00:00,1149.67,tp,201.2999999999977,2015,7,2015-07-07
SHORT,1143.38,1147.36,1135.43,0.25,2015-07-16 08:00:00+00:00,1147.36,sl,-100.49999999999477,2015,7,2015-07-16
SHORT,1122.44,1127.91,1111.51,0.18,2015-09-04 08:00:00+00:00,1111.51,tp,195.74000000000115,2015,9,2015-09-09
LONG,1143.68,1137.76,1155.52,0.17,2015-10-06 08:00:00+00:00,1137.76,sl,-101.64000000000124,2015,10,2015-10-08
LONG,1187.99,1179.87,1204.24,0.12,2015-10-15 11:00:00+00:00,1179.87,sl,-98.44000000000142,2015,10,2015-10-15
SHORT,1134.78,1139.62,1125.09,0.21,2015-11-02 12:00:00+00:00,1125.09,tp,202.49000000000115,2015,11,2015-11-03
SHORT,1106.29,1111.51,1095.84,0.19,2015-11-05 11:00:00+00:00,1095.84,tp,197.55000000000086,2015,11,2015-11-06
SHORT,1081.01,1086.47,1070.1,0.18,2015-11-13 08:00:00+00:00,1086.47,sl,-99.28000000000065,2015,11,2015-11-16
SHORT,1087.7,1093.43,1076.23,0.17,2015-11-16 08:00:00+00:00,1076.23,tp,193.9900000000005,2015,11,2015-11-17
SHORT,1058.09,1062.77,1048.73,0.21,2015-11-27 12:00:00+00:00,1062.77,sl,-99.28000000000134,2015,11,2015-11-30
SHORT,1061.8,1066.39,1052.62,0.22,2015-12-30 08:00:00+00:00,1066.39,sl,-101.9800000000032,2016,1,2016-01-04
LONG,1091.68,1085.1,1104.83,0.15,2016-01-13 11:00:00+00:00,1085.1,sl,-99.70000000000232,2016,1,2016-01-14
LONG,1099.5,1093.64,1111.22,0.17,2016-01-20 08:00:00+00:00,1093.64,sl,-100.61999999999831,2016,1,2016-01-21
LONG,1105.72,1100.95,1115.25,0.21,2016-01-25 12:00:00+00:00,1115.25,tp,199.12999999999943,2016,1,2016-01-26
LONG,1116.66,1110.98,1128.02,0.18,2016-01-29 11:00:00+00:00,1128.02,tp,203.47999999999817,2016,2,2016-02-01
LONG,1229.98,1219.69,1250.57,0.1,2016-02-19 08:00:00+00:00,1219.69,sl,-103.89999999999964,2016,2,2016-02-22
LONG,1250.28,1244.92,1260.99,0.19,2016-04-27 08:00:00+00:00,1244.92,sl,-102.83999999999811,2016,4,2016-04-27
LONG,1291.02,1281.68,1309.71,0.11,2016-04-29 12:00:00+00:00,1281.68,sl,-103.7399999999991,2016,5,2016-05-03
LONG,1291.91,1283.75,1308.23,0.12,2016-05-06 08:00:00+00:00,1283.75,sl,-98.92000000000098,2016,5,2016-05-06
LONG,1286.61,1279.96,1299.91,0.15,2016-06-13 08:00:00+00:00,1279.96,sl,-100.74999999999795,2016,6,2016-06-13
LONG,1349.1,1341.44,1364.42,0.13,2016-07-05 08:00:00+00:00,1364.42,tp,198.16000000000213,2016,7,2016-07-05
SHORT,1313.43,1318.4,1303.48,0.2,2016-09-19 08:00:00+00:00,1318.4,sl,-100.40000000000056,2016,9,2016-09-21
SHORT,1291.75,1299.97,1275.3,0.12,2016-10-04 08:00:00+00:00,1275.3,tp,196.40000000000052,2016,10,2016-10-04
SHORT,1253.54,1258.98,1242.67,0.18,2016-10-12 08:00:00+00:00,1258.98,sl,-98.92000000000098,2016,10,2016-10-12
SHORT,1262.71,1267.39,1253.35,0.21,2016-10-24 11:00:00+00:00,1267.39,sl,-99.28000000000134,2016,10,2016-10-25
SHORT,1190.88,1198.64,1175.37,0.13,2016-11-23 12:00:00+00:00,1175.37,tp,200.63000000000287,2016,11,2016-11-24
SHORT,1156.19,1161.6,1145.36,0.18,2016-12-13 11:00:00+00:00,1161.6,sl,-98.37999999999738,2016,12,2016-12-14
LONG,1229.14,1223.89,1239.65,0.19,2017-02-06 08:00:00+00:00,1239.65,tp,198.68999999999983,2017,2,2017-02-08
LONG,1234.26,1227.97,1246.84,0.16,2017-02-10 11:00:00+00:00,1227.97,sl,-101.63999999999942,2017,2,2017-02-13
LONG,1230.14,1224.04,1242.34,0.16,2017-02-15 11:00:00+00:00,1242.34,tp,194.1999999999971,2017,2,2017-02-17
LONG,1248.41,1243.5,1258.22,0.2,2017-02-23 08:00:00+00:00,1258.22,tp,195.1999999999989,2017,2,2017-02-24
LONG,1252.73,1248.69,1260.81,0.25,2017-04-03 11:00:00+00:00,1260.81,tp,200.99999999999818,2017,4,2017-04-04
LONG,1260.47,1254.44,1272.52,0.17,2017-04-11 08:00:00+00:00,1272.52,tp,203.84999999999923,2017,4,2017-04-11
LONG,1282.29,1277.54,1291.79,0.21,2017-04-21 08:00:00+00:00,1277.54,sl,-100.75,2017,4,2017-04-24
SHORT,1227.04,1232.19,1216.75,0.19,2017-05-08 12:00:00+00:00,1216.75,tp,194.5099999999993,2017,5,2017-05-09
LONG,1267.66,1264.51,1273.95,0.32,2017-05-29 11:00:00+00:00,1264.51,sl,-101.80000000000291,2017,5,2017-05-30
LONG,1273.55,1267.68,1285.28,0.17,2017-06-02 08:00:00+00:00,1285.28,tp,198.41000000000034,2017,6,2017-06-06
LONG,1292.86,1288.3,1301.98,0.22,2017-06-06 12:00:00+00:00,1288.3,sl,-101.31999999999881,2017,6,2017-06-07
SHORT,1242.99,1246.59,1235.79,0.28,2017-06-21 08:00:00+00:00,1246.59,sl,-101.79999999999747,2017,6,2017-06-21
LONG,1271.19,1266.41,1280.76,0.21,2017-08-02 11:00:00+00:00,1266.41,sl,-101.37999999999943,2017,8,2017-08-02
LONG,1266.41,1261.14,1276.96,0.19,2017-08-03 08:00:00+00:00,1261.14,sl,-101.12999999999965,2017,8,2017-08-04
LONG,1290.39,1285.25,1300.67,0.19,2017-08-25 11:00:00+00:00,1300.67,tp,194.31999999999948,2017,8,2017-08-28
LONG,1342.72,1336.95,1354.25,0.17,2017-09-07 12:00:00+00:00,1354.25,tp,195.00999999999956,2017,9,2017-09-08
LONG,1295.2,1291.38,1302.85,0.26,2017-11-28 08:00:00+00:00,1291.38,sl,-100.31999999999834,2017,11,2017-11-28
SHORT,1242.01,1245.73,1234.58,0.27,2017-12-12 08:00:00+00:00,1245.73,sl,-101.44000000000075,2017,12,2017-12-13
LONG,1281.26,1278.35,1287.07,0.34,2017-12-26 08:00:00+00:00,1287.07,tp,196.53999999999817,2017,12,2017-12-27
LONG,1316.32,1312.03,1324.89,0.23,2018-01-03 08:00:00+00:00,1312.03,sl,-99.66999999999916,2018,1,2018-01-03
SHORT,1306.98,1311.35,1298.25,0.23,2018-05-01 12:00:00+00:00,1311.35,sl,-101.5099999999975,2018,5,2018-05-01
SHORT,1306.7,1311.14,1297.82,0.23,2018-05-02 11:00:00+00:00,1311.14,sl,-103.12000000000126,2018,5,2018-05-02
SHORT,1278.03,1282.51,1269.06,0.22,2018-06-18 11:00:00+00:00,1282.51,sl,-99.5600000000004,2018,6,2018-06-18
SHORT,1275.66,1280.53,1265.92,0.21,2018-06-19 12:00:00+00:00,1265.92,tp,203.54000000000016,2018,6,2018-06-20
SHORT,1246.91,1251.67,1237.4,0.21,2018-07-11 11:00:00+00:00,1237.4,tp,198.7099999999998,2018,7,2018-07-13
SHORT,1239.5,1243.4,1231.7,0.26,2018-07-16 11:00:00+00:00,1243.4,sl,-102.40000000000238,2018,7,2018-07-17
SHORT,1213.84,1218.12,1205.27,0.23,2018-08-02 11:00:00+00:00,1205.27,tp,196.10999999999854,2018,8,2018-08-03
LONG,1226.69,1222.36,1235.34,0.23,2018-11-20 08:00:00+00:00,1222.36,sl,-100.59000000000357,2018,11,2018-11-20
LONG,1243.93,1239.84,1252.1,0.24,2018-12-07 08:00:00+00:00,1239.84,sl,-99.16000000000349,2018,12,2018-12-14
LONG,1314.665,1311.28,1321.44,0.29,2019-02-08 08:00:00+00:00,1311.28,sl,-99.16499999999972,2019,2,2019-02-11
SHORT,1291.305,1295.06,1283.79,0.27,2019-04-12 11:00:00+00:00,1283.79,tp,201.90500000000273,2019,4,2019-04-15
SHORT,1279.075,1283.43,1270.37,0.23,2019-04-16 08:00:00+00:00,1270.37,tp,199.21500000000358,2019,4,2019-04-23
SHORT,1283.945,1288.38,1275.07,0.23,2019-05-17 08:00:00+00:00,1275.07,tp,203.12500000000003,2019,5,2019-05-17
LONG,1340.998,1335.04,1352.92,0.17,2019-06-07 08:00:00+00:00,1335.04,sl,-102.28600000000144,2019,6,2019-06-10
LONG,1412.688,1405.01,1428.04,0.13,2019-07-12 13:00:00+00:00,1405.01,sl,-100.81400000000144,2019,7,2019-07-16
LONG,1423.598,1416.05,1438.7,0.13,2019-07-17 11:00:00+00:00,1416.05,sl,-99.12400000000002,2019,7,2019-07-18
LONG,1420.778,1415.56,1431.21,0.19,2019-07-29 11:00:00+00:00,1431.21,tp,197.2080000000003,2019,7,2019-07-30
LONG,1512.475,1499.61,1538.2,0.08,2019-08-14 08:00:00+00:00,1499.61,sl,-103.92000000000007,2019,8,2019-08-19
LONG,1526.818,1518.16,1544.14,0.12,2019-08-23 12:00:00+00:00,1544.14,tp,206.86400000000137,2019,8,2019-08-27
LONG,1540.868,1532.29,1558.03,0.12,2019-08-27 13:00:00+00:00,1532.29,sl,-103.9359999999997,2019,8,2019-08-27
LONG,1522.855,1515.91,1536.75,0.14,2019-09-23 11:00:00+00:00,1515.91,sl,-98.22999999999912,2019,9,2019-09-24
LONG,1512.255,1506.35,1524.06,0.17,2019-10-31 12:00:00+00:00,1506.35,sl,-101.38500000000342,2019,11,2019-11-01
LONG,1559.348,1550.73,1576.59,0.12,2020-01-10 12:00:00+00:00,1550.73,sl,-104.41599999999926,2020,1,2020-01-13
LONG,1584.785,1577.82,1598.72,0.14,2020-01-30 12:00:00+00:00,1577.82,sl,-98.51000000000205,2020,1,2020-01-30
LONG,1709.038,1695.4,1736.31,0.07,2020-04-13 11:00:00+00:00,1736.31,tp,189.90399999999957,2020,4,2020-04-14
LONG,1733.378,1718.15,1763.82,0.07,2020-04-14 11:00:00+00:00,1718.15,sl,-107.59599999999887,2020,4,2020-04-15
LONG,1734.865,1726.4,1751.8,0.12,2020-06-19 08:00:00+00:00,1751.8,tp,202.21999999999935,2020,6,2020-06-22
LONG,1767.398,1758.52,1785.15,0.11,2020-06-26 12:00:00+00:00,1785.15,tp,194.27200000000198,2020,6,2020-06-30
LONG,1777.898,1768.19,1797.32,0.1,2020-07-02 11:00:00+00:00,1797.32,tp,193.22000000000025,2020,7,2020-07-07
LONG,1864.058,1853.48,1885.22,0.09,2020-07-22 11:00:00+00:00,1885.22,tp,189.4580000000003,2020,7,2020-07-23
LONG,2013.178,1994.53,2050.47,0.05,2020-08-18 08:00:00+00:00,1994.53,sl,-94.2400000000007,2020,8,2020-08-18
SHORT,1867.685,1878.02,1847.01,0.1,2020-10-29 12:00:00+00:00,1878.02,sl,-104.35000000000036,2020,10,2020-10-30
LONG,1936.938,1925.91,1959.0,0.09,2021-01-04 12:00:00+00:00,1959.0,tp,197.55799999999908,2021,1,2021-01-06
SHORT,1842.955,1852.57,1823.73,0.1,2021-01-27 08:00:00+00:00,1852.57,sl,-97.15000000000009,2021,1,2021-01-28
SHORT,1796.458,1806.72,1775.94,0.1,2021-02-16 12:00:00+00:00,1775.94,tp,204.18000000000032,2021,2,2021-02-17
SHORT,1735.875,1749.8,1708.02,0.07,2021-03-01 08:00:00+00:00,1708.02,tp,193.98500000000013,2021,3,2021-03-01
SHORT,1728.185,1736.61,1711.34,0.12,2021-03-25 11:00:00+00:00,1736.61,sl,-102.09999999999945,2021,3,2021-03-26
SHORT,1713.098,1721.29,1696.72,0.12,2021-03-29 12:00:00+00:00,1696.72,tp,195.53599999999912,2021,3,2021-03-30
LONG,1778.638,1769.32,1797.28,0.11,2021-04-20 11:00:00+00:00,1797.28,tp,204.06200000000058,2021,4,2021-04-21
LONG,1792.868,1784.08,1810.44,0.11,2021-04-21 11:00:00+00:00,1784.08,sl,-97.66800000000012,2021,4,2021-04-22
LONG,1784.055,1775.24,1801.69,0.11,2021-05-05 11:00:00+00:00,1801.69,tp,192.9849999999999,2021,5,2021-05-06
LONG,1825.218,1815.38,1844.9,0.1,2021-05-13 11:00:00+00:00,1844.9,tp,195.82000000000016,2021,5,2021-05-14
LONG,1895.588,1887.18,1912.41,0.12,2021-05-28 11:00:00+00:00,1912.41,tp,200.86400000000137,2021,5,2021-05-31
SHORT,1754.678,1763.71,1736.62,0.11,2021-06-29 08:00:00+00:00,1763.71,sl,-100.35199999999918,2021,6,2021-06-29
SHORT,1798.908,1807.02,1782.69,0.12,2021-07-21 08:00:00+00:00,1807.02,sl,-98.34400000000095,2021,7,2021-07-22
SHORT,1754.778,1764.44,1735.46,0.1,2021-09-16 12:00:00+00:00,1764.44,sl,-97.62000000000035,2021,9,2021-09-17
SHORT,1752.998,1762.45,1734.09,0.11,2021-09-17 08:00:00+00:00,1762.45,sl,-104.97199999999998,2021,9,2021-09-20
LONG,1849.598,1838.3,1872.2,0.09,2021-11-10 08:00:00+00:00,1872.2,tp,202.4180000000008,2021,11,2021-11-16
LONG,1865.318,1857.66,1880.64,0.13,2021-11-17 12:00:00+00:00,1857.66,sl,-100.55399999999872,2021,11,2021-11-18
SHORT,1777.547,1784.45,1763.74,0.14,2021-12-09 08:00:00+00:00,1784.45,sl,-97.6420000000003,2021,12,2021-12-10
LONG,1813.435,1806.3,1827.7,0.14,2021-12-30 11:00:00+00:00,1827.7,tp,198.7100000000014,2021,12,2021-12-31
LONG,1846.334,1839.65,1859.7,0.15,2022-01-20 08:00:00+00:00,1839.65,sl,-101.25999999999952,2022,1,2022-01-20
LONG,1849.288,1841.86,1864.15,0.13,2022-01-25 11:00:00+00:00,1841.86,sl,-97.56400000000144,2022,1,2022-01-26
LONG,1896.853,1888.34,1913.88,0.12,2022-02-18 12:00:00+00:00,1888.34,sl,-103.15600000000175,2022,2,2022-02-21
LONG,1904.653,1896.04,1921.89,0.12,2022-02-21 13:00:00+00:00,1896.04,sl,-104.35600000000068,2022,2,2022-02-22
LONG,1908.218,1899.84,1924.97,0.12,2022-02-23 12:00:00+00:00,1924.97,tp,200.02399999999943,2022,2,2022-02-23
LONG,1980.838,1970.86,2000.79,0.1,2022-04-13 11:00:00+00:00,1970.86,sl,-100.78000000000065,2022,4,2022-04-14
LONG,1994.992,1985.13,2014.72,0.1,2022-04-18 08:00:00+00:00,1985.13,sl,-99.61999999999853,2022,4,2022-04-18
SHORT,1825.008,1834.24,1806.55,0.11,2022-06-27 11:00:00+00:00,1806.55,tp,202.03800000000095,2022,6,2022-06-30
SHORT,1702.814,1710.19,1688.06,0.14,2022-07-20 12:00:00+00:00,1688.06,tp,205.55600000000186,2022,7,2022-07-21
SHORT,1694.854,1703.14,1678.28,0.12,2022-09-01 12:00:00+00:00,1703.14,sl,-100.4320000000007,2022,9,2022-09-02
SHORT,1706.034,1716.04,1686.02,0.1,2022-09-08 12:00:00+00:00,1716.04,sl,-101.0599999999986,2022,9,2022-09-08
SHORT,1646.035,1658.78,1620.54,0.08,2022-09-23 08:00:00+00:00,1620.54,tp,202.96000000000095,2022,9,2022-09-28
SHORT,1665.715,1677.51,1642.12,0.08,2022-10-13 12:00:00+00:00,1642.12,tp,187.76000000000022,2022,10,2022-10-14
