dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
LONG,1819.294,1811.39,1835.1,0.13,2022-01-19 08:00:00+00:00,London,1835.1,tp,204.47799999999756,2022,1,2022-01-19
LONG,1839.304,1833.04,1851.84,0.16,2022-01-20 07:30:00+00:00,London,1833.04,sl,-101.22400000000198,2022,1,2022-01-21
LONG,1840.004,1833.34,1853.33,0.15,2022-01-24 07:00:00+00:00,London,1833.34,sl,-100.95999999999981,2022,1,2022-01-24
LONG,1819.764,1813.79,1831.71,0.17,2022-02-08 08:00:00+00:00,London,1831.71,tp,202.08200000000238,2022,2,2022-02-09
LONG,1855.918,1847.18,1873.39,0.11,2022-02-14 06:15:00+00:00,London,1873.39,tp,191.19200000000228,2022,2,2022-02-14
LONG,1856.218,1846.78,1875.09,0.11,2022-02-16 08:30:00+00:00,London,1875.09,tp,206.59199999999828,2022,2,2022-02-16
LONG,1897.031,1888.17,1914.75,0.11,2022-02-21 07:45:00+00:00,London,1914.75,tp,193.90900000000056,2022,2,2022-02-23
LONG,1946.297,1932.73,1973.44,0.07,2022-03-04 06:45:00+00:00,London,1973.44,tp,189.00100000000023,2022,3,2022-03-07
LONG,2006.772,1988.95,2042.42,0.06,2022-03-08 06:00:00+00:00,London,2042.42,tp,212.88800000000083,2022,3,2022-03-08
SHORT,1925.213,1935.57,1904.5,0.1,2022-03-21 06:45:00+00:00,London,1935.57,sl,-104.56999999999972,2022,3,2022-03-21
SHORT,1925.438,1936.45,1903.41,0.09,2022-03-22 06:30:00+00:00,London,1936.45,sl,-100.10799999999949,2022,3,2022-03-23
LONG,1956.153,1946.29,1975.87,0.1,2022-03-25 07:45:00+00:00,London,1946.29,sl,-99.63000000000058,2022,3,2022-03-25
LONG,1954.978,1945.36,1974.21,0.1,2022-04-12 06:00:00+00:00,London,1974.21,tp,191.3199999999997,2022,4,2022-04-12
LONG,1977.363,1967.39,1997.31,0.1,2022-04-13 08:45:00+00:00,London,1967.39,sl,-100.72999999999956,2022,4,2022-04-14
