dir,entry,sl,tp,lot,open_ts,session,exit,reason,pnl,year,month,date
LONG,1434.53,1427.16,1456.63,0.14,2011-04-05 08:00:00+00:00,London,1456.63,tp,308.40000000000197,2011,4,2011-04-05
LONG,1459.78,1453.29,1479.26,0.15,2011-04-07 14:00:00+00:00,NY,1453.29,sl,-98.35000000000014,2011,4,2011-04-12
LONG,1477.28,1469.93,1499.32,0.14,2011-04-15 06:00:00+00:00,London,1499.32,tp,307.5599999999995,2011,4,2011-04-19
LONG,1506.78,1501.02,1524.06,0.17,2011-04-21 12:00:00+00:00,NY,1501.02,sl,-98.91999999999985,2011,4,2011-04-25
LONG,1512.3,1503.04,1540.08,0.11,2011-04-27 12:00:00+00:00,NY,1540.08,tp,304.5799999999997,2011,4,2011-04-29
LONG,1510.63,1502.62,1534.67,0.12,2011-05-23 07:00:00+00:00,London,1534.67,tp,287.47999999999956,2011,5,2011-05-27
LONG,1544.68,1538.43,1563.44,0.16,2011-06-06 06:00:00+00:00,London,1538.43,sl,-101.0,2011,6,2011-06-07
LONG,1539.38,1532.98,1558.59,0.16,2011-06-20 11:00:00+00:00,NY,1532.98,sl,-103.40000000000147,2011,6,2011-06-23
SHORT,1498.28,1505.29,1477.25,0.14,2011-06-28 13:00:00+00:00,NY,1505.29,sl,-99.13999999999989,2011,6,2011-06-29
LONG,1613.43,1606.77,1633.42,0.15,2011-07-26 11:00:00+00:00,NY,1606.77,sl,-100.90000000000123,2011,7,2011-07-28
LONG,1658.4,1644.63,1699.71,0.07,2011-08-05 14:00:00+00:00,NY,1699.71,tp,288.1699999999997,2011,8,2011-08-08
SHORT,1643.65,1670.1,1564.29,0.04,2011-09-28 07:00:00+00:00,London,1670.1,sl,-106.79999999999927,2011,10,2011-10-03
SHORT,1647.36,1661.37,1605.32,0.07,2011-10-19 07:00:00+00:00,London,1605.32,tp,293.2799999999998,2011,10,2011-10-20
LONG,1736.7,1720.63,1784.9,0.06,2011-11-02 15:00:00+00:00,NY,1784.9,tp,288.2000000000003,2011,11,2011-11-07
LONG,1797.14,1784.78,1834.22,0.08,2011-11-09 07:00:00+00:00,London,1784.78,sl,-99.88000000000102,2011,11,2011-11-09
LONG,1747.26,1737.35,1776.99,0.1,2012-02-02 08:00:00+00:00,London,1737.35,sl,-100.10000000000082,2012,2,2012-02-03
LONG,1746.6,1737.13,1775.0,0.11,2012-02-08 06:00:00+00:00,London,1737.13,sl,-105.16999999999781,2012,2,2012-02-08
LONG,1734.99,1723.68,1768.92,0.09,2012-02-09 08:00:00+00:00,London,1723.68,sl,-102.78999999999951,2012,2,2012-02-10
LONG,1772.15,1764.39,1795.42,0.13,2012-02-27 08:00:00+00:00,London,1764.39,sl,-101.87999999999988,2012,2,2012-02-29
SHORT,1647.84,1657.35,1619.3,0.11,2012-03-20 13:00:00+00:00,NY,1657.35,sl,-105.60999999999989,2012,3,2012-03-21
SHORT,1623.01,1632.92,1593.27,0.1,2012-04-05 08:00:00+00:00,London,1632.92,sl,-100.10000000000082,2012,4,2012-04-05
SHORT,1639.9,1647.93,1615.81,0.12,2012-04-18 11:00:00+00:00,NY,1647.93,sl,-97.35999999999967,2012,4,2012-04-19
SHORT,1639.53,1649.16,1610.63,0.1,2012-04-19 12:00:00+00:00,NY,1649.16,sl,-97.30000000000109,2012,4,2012-04-26
SHORT,1582.56,1591.73,1555.06,0.11,2012-05-11 08:00:00+00:00,London,1555.06,tp,301.5,2012,5,2012-05-14
SHORT,1542.19,1553.62,1507.91,0.09,2012-05-16 12:00:00+00:00,NY,1553.62,sl,-103.86999999999853,2012,5,2012-05-17
